Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Basque,0,eman diegu,we have given it to them,We have given it to them.,detailed,92.74
Basque,1,MIRENI erosi diote liburua?,Did they buy MARY the book?,Did they buy the book for MIREN?,detailed,60.3
Basque,2,"Baina oraingoan ez zaigu Bardem kontatzen hasi, noiz eta nola konta badakiela erakusteko.","But on this occasion, Bardem has not started telling stories just to show us that he knows to tell when and how.","But this time Bardem hasn’t started telling it to us, to show that he knows when and how to tell it.","{'type': 'summary_text', 'text': '**Translating Basque to English**\n\nI need to translate the Basque sentence: ""Baina oraingoan ez zaigu Bardem kontatzen hasi, noiz eta nola konta badakiela erakusteko."" Breaking it down, ""Baina"" means ""but,"" and ""oraingoan"" translates to ""this time."" The phrase indicates that Bardem hasn\'t started telling us something to show he knows how and when to tell it. So the translation would read: ""But this time, Bardem hasn\'t begun to tell us anything to show he knows when and how to tell it.""'}",55.47
Basque,3,Ezer ez dio inork inori eman.,No one gave anything to Mikel.,No one gave anything to anyone.,detailed,73.85
Basque,4,Hori nere ohea da.,That is my bed.,That is my bed.,detailed,100.0
Basque,5,Zure laguna *pozik/*gure aurrean/aberats(a)/indartsu(a) bihurtu da.,Your friend became happy/in front of us/rich/strong.,Your friend has become happy / (in front of us) / rich / strong.,detailed,73.94
Basque,6,Mikelek besoa hautsi du.,Mikel broke his arm.,Mikel has broken his arm.,detailed,59.07
Basque,7,"eta baldin halatan eta orduan, bat ere gozo-rik edo zaphore-rik edirei-ten ba-diozu, zeren hura guzti-a Iaingoiko-aganik heldu bai-tateke, eta ez ene-ganik falta baizen, hari eskerr-ak errenda iatzotzu, eta ni-tzaz ere othoi-z egi-te-az, arren othoi, orhoit zaitezi.","And if thus and then, you find in it some sweetness of flavor, because all of that may come from God, and from me only its flaws, give thanks to Him, and please, I pray, remember me when you pray.","And if so and then you find in it any sweetness or savor at all—for all of that would come from God and not from me, except for what is lacking—offer thanks to Him, and, by praying also for me, please, I beg you, remember me.",detailed,52.78
Basque,8,Babestu gara.,We protected ourselves.,We took shelter.,detailed,12.89
Basque,9,Urik ga.be ondo loratzea zaila da.,It is difficult to bloom without water.,It’s hard to bloom well without water.,detailed,54.89
Basque,10,zabal eta luzera,width and length,width and length,detailed,100.0
Basque,11,Garaiz oheratzea eta berandu arte ohean egotea dut nik gustuko.,I like to go to bed early and to be in bed until late.,I like going to bed early and staying in bed until late.,detailed,66.04
Basque,12,etxe baten aurrean,in front of a house,in front of a house,detailed,100.0
Basque,13,Ordu biak dira.,It is two o'clock.,It is two o'clock.,detailed,100.0
Basque,14,"Jonek badaki, denek dakite.","If Jon knows, everybody does.",Jon knows it; everyone knows it.,detailed,37.29
Basque,15,Nork ikusi ahal zaitu?,Who can see you?,Who can see you?,detailed,100.0
Basque,16,"ekarriko balit, emango nizueke","if he brought it to me, I would give it to you-pl","If he brought it, I would give it to you.",detailed,72.57
Basque,17,Hain argia zaren horrek jakin beharko zenuke.,"You, who are so clever, ought to know.","You, who are so smart, should know.",detailed,46.5
Basque,18,Ni herrira ere joango naiz bihar.,I will go also to the village tomorrow.,I will also go to town tomorrow.,detailed,45.22
Basque,19,Leihoak zikindu dira.,The windows soiled.,The windows have gotten dirty.,detailed,49.86
Basque,20,Zure lanari interesgarria deritzot.,I think your work is interesting.,I consider your work interesting.,detailed,64.03
Basque,21,Mikelek liburua apurtuta ekarri zuen.,Mikel brought the book broken.,Mikel brought the book broken.,detailed,100.0
