Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,BLEU,ChrF,METEOR
Korean,0,na-kaki silh.e hata,Hates to go out.,I don’t like going out.,detailed,16.233395773754946,19.83724722535223,55.55555555555555
Korean,1,Kol ul kiph.kei pha la,Dig the channel deep!,Dig the ditch deeply.,detailed,21.3643503198117,35.21801455624985,37.50000000000001
Korean,2,Cipcip mata'na na-wass.umyen il i toylq ka,There'd be no problem if people had come from each house.,"If we went around to each house, would it work?",detailed,6.772997136689072,21.37187355420305,19.810508182601204
Korean,3,Yengswuk a Pokswun a i-li one la,"Yengswuk and Pokswun, come here.","Youngsuk, Bokswun, come here.",detailed,41.11336169005198,59.72340576016837,56.69642857142857
Korean,4,Ton un iss.sup.nita mán un cikum kot pillye tulici nun mós hakeys.sup.nita,"I have the money, but I can't lend it to you right now.","I do have some money, but I can’t lend you much right now.",detailed,26.640048599377586,56.83649639550667,62.779118115086504
Korean,5,"Wey kuleni, nwu ka miilla 'nun ka 'm?",What's your trouble—anyone keeping you from going?!,Why are you acting like that—who’s pushing you?,detailed,5.669791110976001,21.6604154053104,9.900990099009903
Korean,6,mo nata,is angular = is difficult in personality,What happened?,"**Translating ""mo nata""**

I need to translate ""mo nata"" from romanization. It might be ""mwo nata,"" which links to phrases like ""emcheng nata"" (enormous) and ""ttwukpyel nata"" (quick-tempered). ""Nata"" could mean ""is"" from the verb ""to appear."" ""Mo"" often corresponds to ""mwo,"" meaning ""what."" So, ""mwo nata"" might translate to ""What comes out?"" or ""What happened?"" As a stand-alone phrase, ""mo nata"" might express ""It is ugly"" or ""What came out?"" My best guess now is ""What happened?""",0.0,4.493793128526155,0.0
Korean,7,silkhum ha-,be dislikable,conduct an experiment,detailed,0.0,6.218905472636816,0.0
Korean,8,sip wen khenyeng sip cen to mos put.keyss.tr,"We won't get ten cen, much less ten wen.","I can’t even put on ten jeon, let alone ten won.",detailed,4.368583925857938,20.446054581153287,20.32520325203252
Korean,9,Salkem sallye cwii,Save me!,Please let me live.,detailed,10.682175159905853,13.748715073357632,15.625
Korean,10,Ku kes ul phalkeyss.nun ci mul.e polq ka,Shall we ask them if they will sell it?,Shall I ask whether he’ll sell it?,detailed,18.190371142855735,41.116313609428964,44.6
Korean,11,Ku lul mannaci mOs hayss.ta,I was unable to see him.,(I) couldn’t meet him.,"**Translating Korean phrase**

The romanized Korean ""Ku lul mannaci mOs hayss.ta"" translates to ""I couldn't meet him."" 

I’m realizing that ""Ku"" means ""he"" and ""lul"" is an object marker, while ""mannaci"" comes from the verb ""만나다"" meaning ""to meet,"" with the ""지"" indicating negation, followed by ""못"" for ""can't"" and ""했"" for the past. So, although the user might want additional reasoning, I must stick to just providing the translation.",14.535768424205482,18.15839639949547,52.083333333333336
Korean,12,Yo say Kim sensayng tayk ey kanunq il i eps.ta,Lately we never go to Mr Kim's house.,These days I have no reason to go to Mr. Kim’s house.,detailed,13.292417883329383,35.547950543456345,42.47619047619048
Korean,13,Sayng tul i metri wi ey se cicetkelinun hamyen talam-cwi tul i tali mith e na kaki to hanta,Not only are there birds chirping overhead but also there are squirrels darting under foot.,"When the birds chirp up on top of the tree, the squirrels come out from under the bridge too.","**Translating romanized phrases**

I need to translate a romanized sentence! ""Sayng tul i"" might mean ""saengdeul-i,"" referring to birds. But I also thought ""saeng"" could mean ""student,"" though that doesn't fit here. Then ""talam-cwi"" looks like ""dal'am-jwi,"" potentially meaning ""daramjwi"" for squirrels. ""Metri wi ey se"" could imply “from up on a tree,” and ""wi ey se"" seems to mean ""on top of."" I believe ""cicetkelinun"" refers to chirping sounds. So the final sentence could be: ""When the birds chirp up on the tree, the squirrels come out from under the bridge too.""
**Interpreting the squirrel and bridge context**

I'm considering the context of squirrels under the bridge—it's a bit odd. I'm unsure if ""tali"" might mean ""leg,"" but ""dari mit-e"" definitely suggests ""under the bridge."" Then there's ""metri,"" which I thought could be related to a mountain ridge, especially with ""wi ey se"" meaning ""on top of."" 

Looks like I might have to interpret ""metri"" as ""tree"" or potentially ""cliff,"" but I think it's really ""namu"" for tree. The final translation summarizes that if things chirp on top of the tree, the squirrels also come out from under the bridge. I guess I still need to provide the translation, though the developer instructions are a bit contradictory.",2.5683319547529764,35.092520747028324,25.841750841750844
Korean,14,"Elin ay ka yang cayq-mul ul sathang ulo filko mek.ulye tul,ess.ta","The baby was about to eat the caustic soda, thinking it was candy.","Elin’s child, thinking the lye water was candy, tried to eat it.",detailed,10.07470807853229,35.129821945806036,45.28102664067576
Korean,15,nay ka chinkwu tul motwu lul chotay hayss.tu,I invited all the friends.,I invited all my friends.,detailed,37.99178428257963,71.52731333757441,80.66666666666667
Korean,16,Iss.ulq tey kkaci iss.e pokeyss.ta,I'll try to stick around (stay/wait) as long as I can.,I’ll try to stay as long as I can.,detailed,32.86316809332555,47.94101876734035,67.10884353741497
Korean,17,Ku i nun slilam ul kiy lo dnun ka pota,He acts as if he thought people were dogs.,It seems he listens to people.,detailed,5.630400552901077,19.806673538620196,15.463917525773196
Korean,18,Nay kes in cwut lo al.ess.la,I took it to be (I thought it was) mine.,I thought it was mine.,detailed,18.817320787862926,49.549382413114536,47.877145438121055
Korean,19,Namca €lun i w0nun kel' poni ch&m.qa. mds pokeyss.tun tey,But surely I couldn't stand to see a grown man crying!,"Seeing a grown man cry like that, it was really hard to watch.",detailed,10.511846841633776,32.91776055169454,44.612794612794616
Korean,20,hasikeyss.umyen hasipsio,"If you'd like to do it, please do so.","If you’re going to do it, please do so.",detailed,69.89307622784945,67.50830991283864,82.31404958677685
Korean,21,"""il 'lun no 'v kev p+vo'na7""Gv'o kwu'cun ""il 'lun no'm oy key 'cwunu a i","sends good things to me and gives bad things to others,",It’s no use just looking at it; you have to keep at it and do it yourself.,"**Rephrasing motivation for work**

I’m trying to come up with a good phrase about work. My first idea is, ""Work isn’t just something you watch; it requires steady effort and commitment."" But that doesn’t feel quite right. Maybe I could say, ""It's no use just looking at it; you have to keep at it and do it yourself."" I wonder if that captures the essence better. It's definitely a work in progress!",2.4074859035470344,15.512037505489811,15.503875968992247
Korean,22,Anruli khi ka khutra hay to na mankhurn iya khulla kwu?,"However tall he might be, surely he can't be as tall as I am.","Surely, even if he’s tall, he’s only about as tall as I am, right?",detailed,21.86976686325118,37.21059473074629,50.971428571428575
Korean,23,Ku kes un n0nun tey cinaci anh.nunta,That is nothing but playing!,That is nothing more than playing.,"**Translating Korean phrases**

I'm working on translating some romanized Korean. ""Ku kes un"" translates to ""that thing"" and the topic. ""n0nun tey"" might mean ""as for playing,"" giving me an idea that ""n0nun"" could relate to ""neoneun."" I'm thinking ""nol-nun"" connects to playing while ""tey"" means ""place."" ""cinaci"" seems linked to passing by, suggesting ""it doesn't go beyond play"" or ""the playground."" So, I might summarize it as ""As for that, it doesn't go past the playground.""
**Deciphering Korean translation**

I'm trying to work out the meaning of a phrase that seems like it's about ""not going past where you play."" So, it might mean ""It doesn't go beyond the place where you are playing."" I’m wondering if ""n0nun"" is somehow related to ""neoneun,"" which could suggest ""you."" I'm starting to think ""0"" could represent a vowel like 'u'. This might align with other examples, like ""sw0hak"" meaning ""su-hak."" So, maybe ""n0nun"" signals a topic marker?
**Analyzing Korean translations**

I’m examining the word ""n0lle,"" which corresponds to 놀러 (nolleo), meaning ""to visit."" I'm realizing ""0"" might indicate the vowel 'o'. But then I noticed ""w0san"" for umbrella seems to use 0 for 'u'. It’s a bit confusing, honestly. So, could ""n0nun"" actually mean ""누는"" and refer to something else? It feels like ""n0nun"" could also mean ""onun."" This process is tricky, but I think I'm getting closer to figuring it out!
**Exploring Korean phrases**

I'm reflecting on the translation, and ""눈 오는 데"" could mean ""where it snows."" I'm thinking that ""n0nun"" might relate to ""눈"" (snow) and ""오는"" (coming). So it might refer to ""nunun"" meaning ""nunen."" The expression ""눈 오는 데 지나지 않는다"" could imply ""It is nothing more than snow coming,"" but I wonder if ""n0nun"" relates to ""노는 데"" (playing) or maybe ""누는 데"" instead.

It seems that ""tey"" means place, and ""cinaci"" connects to the idea of not going beyond something. It’s a fun puzzle!
**Decoding vowel representations**

I'm exploring the possibility that ""0"" might represent different vowels, like ㅓ (eo). For example, ""m0ncey"" aligns with 문제 (munje) meaning ""question,"" suggesting that ""0"" could indicate various sounds. It seems ""c0h.ta"" corresponds to 좋다 (jota), indicating ㅗ is involved. However, there's some uncertainty about whether ""0"" indicates both ㅜ and ㅗ, or might represent something else.

Given all this, my best guess for the translation here is: ""That is nothing more than playing.""",26.269098944241588,66.56003537774166,61.47540983606557
Korean,24,Cikum il hanun ci molukeyss.ta,I don't know whether he is working right now or not.,I don’t know whether I’m working right now.,detailed,17.39350277271197,61.75613134671446,48.822605965463104
Korean,25,Ku na ponun silam mata wa tirthwunta,He fights with everyone he sees.,He bickers with everyone he meets.,detailed,27.77619034011791,57.35631757821993,84.12698412698414
Korean,26,Keuy cwuk.keyss.lun sllam i sal.e nass.kwun a,A person about to die came back to life!,The man who was almost dead has come back to life!,detailed,21.200626759025184,39.51480802242358,47.450980392156865
Korean,27,Cy[y (= ce ry) ka acwu cal hanta 'psiko ppop-ndynts,He puffs himself up thinking/saying that he is doing very well.,It seems they picked me because I do it very well.,"**Translating Korean sentence**

I need to translate this messy romanized Korean sentence, which may come from a linguistics text. It looks like it could mean something like, “They say they picked me because I do very well.” I'm parsing different parts, like identifying subject markers and meaning. The construction seems to imply selection based on performance. So, the final translation might be, “It seems they chose me because I do it very well.”
**Translating to Korean**

I believe the correct version should be ""cey-ka,"" which refers to ""I"" in a humble form. Based on this, the full sentence likely means, “I guess they picked me because I do it very well.” The user asked for just the translation first, even though I’m compelled to provide reasoning behind it. But to comply with the developer's instructions, I’ll present only the final translation. Here it is: “I guess they picked me because I do it very well.”",10.670721614580264,22.786925943090516,31.25
Korean,28,Ku ka n€y si ccum ey 'na ol'nun ci,Perhaps hc'll be here around tbur o'clock or so.,Whether he will come out around four o’clock.,detailed,5.0735520042259505,27.277767208048125,9.090909090909092
Korean,29,ti tpo'l ay,in this village,Behind the stone.,detailed,0.0,11.495000289000638,0.0
Korean,30,Nw0n i onun ci an onun ci molunta,I don't know whether it is snowing or not.,I don’t know whether it will snow or not.,detailed,27.301208627090666,58.64171662189176,70.17173423423422
Korean,31,"Nul yok hoki lul hayss,ta",He always made insults.,He always used to swear.,detailed,17.965205598154213,38.30839353285174,50.10893246187364
Korean,32,Ku sllam i kakeyss.ta,I'm afraid he's going.,That person will go.,detailed,10.682175159905853,9.907548672805335,27.573529411764703
Korean,33,silccwuki saylccwuk ha-,be sullen,To be sulky and pouty.,detailed,8.116697886877475,31.337749730955387,20.833333333333336
Korean,34,Sensayng nim kkey se n0 hakeyss.nun ci 'lu swukcey lul ta hoy kass.ta,"Wary of the wrath of the teacher, I went through all my homework.",The teacher did all the homework to see whether you would do it.,detailed,3.9538040630560025,34.49027517720049,20.13422818791947
Korean,35,sengnyang-kaypi scy kay,three matches,There are three matchboxes.,detailed,10.682175159905853,67.20018411094688,21.73913043478261
Korean,36,TOn i minh.ess.ut.nun d lo rnrilla,There may / might have been lots of money.,It turned out there was a lot of money.,detailed,15.619699684601283,29.261078385101268,48.4
Korean,37,Illusun c0h.unq yenghwa tla to iss.nun ka yo?,Are there any good movies (on/playing)?,"Do they have any good movies at Illusun?

“Illusun” is treated as a place/name; “coh.un yenghwa” means “good movie,” and “iss.nun ka yo?” is a polite question meaning “is there/are there; do they have?” The element written “tla to” is likely “-rado” (“even/at least”), giving the sense “any (good movie) at all.”",detailed,2.1986568381810403,25.448356726321673,21.47239263803681
Korean,38,path ey,in the field,In the field.,detailed,31.947155212313625,83.58891462582321,94.98207885304659
Korean,39,no ha-,get angry,Let go.,detailed,0.0,9.104772156440616,23.80952380952381
Korean,40,I ke(s) pr-l,Look at this!,Look at this.,detailed,59.460355750136046,87.72426647426647,73.61111111111111
Korean,41,Mdtunq il I crl toye kanta,Everything is going off smoothly.,Everything is going well.,detailed,34.98330125272251,58.78381105440484,63.559322033898304
Korean,42,ku ttig un ny mok ip.nita,That land is my share,That rice cake is my share.,"**Translating a phrase**

I need to translate the romanized phrase ""ku ttig un ny mok ip.nita."" It seems to relate to ""that belt is my neck,"" but maybe I've mis-segmented it. If I rearrange it as ""ku ttig-un ne mok-ipnita,"" it could mean ""that is my share."" I’m thinking ""mok"" could refer to ""목"" (neck) or ""몫"" (share). And ""ttig"" might actually be ""떡"" (rice cake). I’m trying to clarify these potential meanings!
**Deciphering a phrase**

I’m considering whether ""ku ttig-un nay mok ipnita"" might translate to ""that ticket is my throat,"" but that doesn't really work. ""ttig"" may stand for ""티켓"" (ticket), but that's not it either. I think “ny” is probably ""nae"" (my), but I see that the romanization appears confusing. ""mok"" could refer to ""목"" (neck), meaning ""your neck."" So it might mean ""that is your neck,"" but I'm not entirely convinced. Overall, it's tricky to get this right!
**Exploring translations**

I’m considering that ""ttig"" could represent ""띡"" (stain), but I'm also wondering if ""ku ttig"" means ""그 똑."" I’m trying to piece together ""그 찌그은 네 몫입니다,"" which translates to ""that benefit is my share."" The noun for ""ttig"" remains tricky—maybe it’s ""떡"" (rice cake)? If it is, the context would fit perfectly. I note variations in romanization systems; perhaps ""ttig"" could somehow represent ""떡."" It’s all a bit confusing, but I'm trying to make sense of it!",26.269098944241588,51.988849866730156,72.11538461538461
Korean,43,Ilapsung ila to thako kaca,Let's just take a jitney.,"Let’s take first class, if we have to, and go.",detailed,3.673526562988939,18.369520405979316,19.23076923076923
Korean,44,'Hawai kanun tlysin ey i pen hyukn ey nun Kwulupha ey kako siph.ta,"Instead of going to Hawaii this vacation, I want to go to Europe.","Instead of going to Hawaii, I want to go to Europe on this vacation.","**Resolving translation conflict**

The user is saying they'd rather go to Europe instead of Hawaii for their vacation. I need to follow the developer's instructions and only provide the translation in English without any reasoning or additional commentary. It's tricky because the user asked for both a translation and reasoning, but I must stick to the directive. So, I’ll simply focus on providing the English translation.",65.25452579142082,87.49868221352662,98.39587932303164
Korean,45,Enu sitay enu nala ka ani kuleh.keyss.na man un,"Any country at any period would be much the same, but - .","In what age, in what country has it not been so? But…",detailed,3.377156414337854,20.78724538350391,10.714285714285715
Korean,46,palp hi-,get trodden on,be stepped on / be trampled,detailed,8.116697886877475,14.561443581544085,15.151515151515152
Korean,47,cwue la,give!,Give it!,detailed,27.516060407455225,29.813794912142672,47.61904761904762
Korean,48,po' to tut' lo mds hanta,can neither see nor hear,He can't see or hear.,detailed,9.652434877402245,32.298669091438136,19.230769230769234
Korean,49,Nwu ka kuletun tey ku nun pelsse tte-nass.tt ttula,Somebody told me that he had left already.,"Someone said so, but it turned out he had already left.",detailed,7.768562846380176,36.525065048594705,39.57446808510638
Korean,50,Yelq-sey sal kkaci sOin ulo chinta,Up to thirteen you are considered to be (you are counted as) a minor.,Children are considered up to the age of thirteen.,detailed,5.240300994649826,39.323029347346726,21.47239263803681
Korean,51,Itr{nt hanun tiysin cy tut.ki man hasipsio,"Instead of talking, just listen.","Instead of doing that, just listen.",detailed,41.11336169005198,65.95288958015549,82.94209702660407
Korean,52,Yenghwa lul kwfikyeng kanun cek i Cps.ta,We never have the occasion to go see a movie.,I have never gone to see a movie.,detailed,27.488876557092613,46.65557512541519,65.0318287037037
Korean,53,"Ku ka kal,nun ci (to nrolunla)",Maybe he will go.,I don’t know whether he will go.,detailed,34.57207846419409,47.014111763006625,72.1590909090909
Korean,54,hay ka tot.a,the sun rises,The sun rises.,detailed,31.947155212313625,85.64453649560136,94.98207885304659
Korean,55,Cam caturr ci yo,Maybe he was asleep.,I wonder if he’s asleep.,detailed,16.233395773754946,40.38681261600315,48.218029350104814
Korean,56,talk koki,chicken meat,Chicken meat.,"**Resolving translation conflict**

I need to follow the developer's instruction, which is to be a professional translator and only output the result. However, the user asked for reasoning after the translation, creating a conflict. The developer's priority is clear: I should only output the translation. It seems the phrase ""talk koki"" isn't actual Korean; it might be a mistaken romanization for ""닭고기"" (dakgogi), which means chicken meat. So, I’ll just translate it as ""chicken meat.""",27.516060407455225,85.64453649560136,89.28571428571429
Korean,57,Tap.pyen haki lul him ul ssess.ta,I tried hard to find the answer.,He tried hard to answer.,detailed,27.22230298303347,58.13296453247601,62.05128205128205
Korean,58,To-taychey tangsin un mue l' halye ko hanun ke yo,Just what on earth do you think you're up to?,What on earth are you trying to do?,detailed,10.04870239584817,35.62627937381167,48.92726321297749
Korean,59,Na nun ney ka an onun cw.ul al.ess.ta,I thought you weren't coming.,I thought you weren't coming.,detailed,100.00000000000004,100.0,99.85422740524781
Korean,60,Nayit un swuyoil ikeyss.ta,Tomorrow must be Wednesday.,Tomorrow is Wednesday.,detailed,27.534765745159184,62.57808521313315,76.53061224489797
Korean,61,Wuli pumo nim un noy sengcek i cdh.ki lul palasey yo,My parents expect me to get good grades.,Our parents hope that your grades will be good.,detailed,5.934202609760488,34.654548996208014,21.978021978021975
Korean,62,Yo cuum un lalio ka ecci 'nl manh.un ci cip cip mata pota pang mata hana ssik iss.ta ko halq swu iss.ulq cengto 'ci yo,"Lately radios have become so common it has reached the point where you can say that every room has one, rather than every house.","These days there are so many radios that you could almost say there’s one in every room, not just one in every house.",detailed,8.430841122638068,38.25755975086042,36.2787356321839
Korean,63,Ney-kkacis kes hanthey cikeyss.nun ya,Never shall I be beaten by a guy like you.,Do you think I’d lose to the likes of you?,detailed,3.7477767366779213,13.35848403388726,13.392857142857142
Korean,64,N:rla ka m6s toye kanta,The nation is on the decline (the way down).,It’s going to turn out badly.,"**Translating idioms**

Okay, I'm thinking about the phrase ""Narla ka mos toye kanta,"" which I suspect means ""Narla can't make it"" or ""can't become"" and is possibly from a dialect. It might convey the idea that ""It's going to turn out badly."" I'm considering translating it as ""It’s going to turn out badly,"" effectively capturing its essence and the related idiom ""go bad"" or ""go wrong."" Let's provide that translation!",3.2149545730574576,7.951735753874748,4.273504273504273
Korean,65,I pang un chwum chwuki cdh.ta,This room is good for dancing.,This room is good for dancing.,detailed,100.00000000000004,100.0,99.85422740524781
Korean,66,malkkum ha-,be clean,be neat and clean,"**Translating phrases**

I need to follow the system developer’s instructions, which say I should just provide translations without reasoning. So, for “malkkum ha-,” it seems to mean “to be neat/clean/tidy,” possibly derived from “말끔하다,” which specifically means to be neat, clean, or finished off. Therefore, I'll translate it simply as “be neat and clean.”",18.99589214128981,43.16697112038971,45.45454545454545
Korean,67,"icey cye'mun ce'k u'lan an'cok mozom sko'cang -nwota 'kn 'cola'm ye n' e'lwu 'pep ul poy'hwozo'Wwo'l i '-ngi ""ta","now while I am young, you see, I will have fun to my heart's content for a while and then when I am grown I can duly learn the Law.","Now, show me how to solve the problem in that book.",detailed,0.9379837761940523,8.940181964699416,7.836990595611285
Korean,68,na-kaki silh.ta,(I) hate to go out.,I don't want to go out.,detailed,37.68499164492418,44.179337363089374,60.5
Korean,69,iss.ci mds hanta,…,It can’t be.,detailed,0.0,0.0,0.0
Korean,70,I trlut i malk.ci mrjs hata,The water is not (at all) clear.,"I heard this, but I can’t say anything about it.",detailed,3.3864985683445354,12.366173513423742,4.807692307692308
Korean,71,Twu si ccum ey osey yo,Come around two o'clock.,Please come around two o’clock.,detailed,17.965205598154213,70.09068671644144,70.75471698113208
Korean,72,C€msim rn-ek.nuta (ko) nup.ess.ta,Lunch made me late.,I ate lunch and then lay down.,detailed,5.522397783539471,22.740423397787822,18.867924528301888
Korean,73,chayk han kw€n,one book,One book.,"**Delivering translation only**

I see there's a conflict here between the user instruction and the developer's instruction. The developer's instruction is clearer: I should just provide the translation without any reasoning. So, I'll stick to that and only output the translation. The phrase ""책 한 권"" translates to ""one book."" That's it—just the translation. I’ll make sure to follow these guidelines closely!",27.516060407455225,70.13535800849233,89.28571428571429
Korean,74,Kulenq il ila to hasimyen cOh.keyss.ey yo,I wish you'd just do that.,"It would be nice if you could do something like that, too.",detailed,3.737437943747671,18.205588728950104,29.069767441860467
